beeline;beeline.ru;b2c;*;https://^beeline.ru/customers/products/mobile/tariffs/
beeline;beeline.ru;b2b;cellphone;https://^beeline.ru/b2b/products/mobile/tariffs/index/cellphone/
beeline;beeline.ru;b2b;planshet;https://^beeline.ru/b2b/products/mobile/tariffs/index/planshet/
beeline;beeline.ru;b2b;modem-i-router;https://^beeline.ru/b2b/products/mobile/tariffs/index/modem-i-router/
megafon;megafon.ru;b2c;vklyuchaysya;https://^megafon.ru/tariffs/vklyuchaysya/
megafon;megafon.ru;b2c;dlya_zvonkov;https://^megafon.ru/tariffs/dlya_zvonkov/
megafon;megafon.ru;b2c;dlya_interneta;https://^megafon.ru/tariffs/dlya_interneta/
megafon;megafon.ru;b2b;*;https://^megafon.ru/corporate/mobile/tariffs/alltariffs/
motiv;motivtelecom.ru;b2c;*;http://cell.motivtelecom.ru/^/tariffs/b2c
motiv;motivtelecom.ru;b2b;*;http://cell.motivtelecom.ru/^/b2b
mts;mts.ru;b2c;*;http://www.^mts.ru/mob_connect/tariffs/tariffs/
mts;mts.ru;b2b;*;http://www.corp.^mts.ru/mob_connect/tariffs/
tele2;tele2.ru;b2c;*;https://^tele2.ru//tariffs
tele2;tele2.ru;b2b;*;https://^tele2.ru/business/mobile/tariffs
yota;yota.ru;b2c;https://www.yota.ru/
yota;yota.ru;b2b;https://www.yota.ru/b2b/
